1.25891;1.25879;1.25911;1.25869
1.25872;1.2589;1.25891;1.25868
1.25877;1.25872;1.25884;1.25853
1.25903;1.25875;1.25903;1.25859
1.2591;1.25901;1.25919;1.25884
1.25934;1.25909;1.25939;1.25909
1.25921;1.25933;1.25935;1.25912
1.25941;1.25918;1.25941;1.25914
1.25933;1.25941;1.25944;1.25932
1.25925;1.25934;1.25942;1.25922
1.25924;1.25923;1.25929;1.25918
1.25945;1.25925;1.25945;1.25914
1.2595;1.25946;1.2595;1.25943
1.25938;1.2595;1.25955;1.25938
1.25959;1.25939;1.25961;1.25935
1.25965;1.25958;1.25965;1.25932
1.25952;1.2596;1.25967;1.2595
1.2595;1.25953;1.25962;1.25942
1.25953;1.25944;1.25965;1.25935
1.2597;1.25954;1.25981;1.25944
1.2599;1.2597;1.25996;1.2597
1.2598;1.2599;1.25994;1.25972
1.25975;1.2598;1.26004;1.25968
1.25984;1.25975;1.25992;1.25964
1.25953;1.25984;1.25984;1.25947
1.25963;1.25952;1.25979;1.25938
1.25958;1.25958;1.25983;1.25923
1.2597;1.25954;1.2598;1.25954
1.26006;1.25969;1.26022;1.25964
1.25961;1.26008;1.26108;1.25953
1.25832;1.2596;1.25998;1.25829
1.25762;1.25831;1.25832;1.25758
1.25731;1.25761;1.25774;1.25725
1.25737;1.25731;1.25746;1.25713
1.257;1.25738;1.25745;1.257
1.25679;1.25702;1.25711;1.25678
1.25695;1.25679;1.2571;1.25676
1.25678;1.25696;1.25707;1.2567
1.25693;1.25678;1.25697;1.25669
1.25712;1.25692;1.25712;1.25684
1.25718;1.25713;1.25743;1.25711
1.25686;1.25715;1.25734;1.25686
1.25721;1.25688;1.25763;1.25658
1.25738;1.25723;1.25744;1.25693
1.25725;1.25734;1.25757;1.25724
1.25715;1.25724;1.25744;1.25688
1.25722;1.25715;1.25744;1.2569
1.25729;1.25721;1.25729;1.25699
1.25709;1.25729;1.25736;1.25691
1.25678;1.25709;1.25734;1.25644
1.25666;1.25678;1.25692;1.25631
1.25691;1.25664;1.25737;1.25638
1.25642;1.25693;1.25693;1.25628
1.25675;1.25637;1.25682;1.2563
1.25683;1.25677;1.2577;1.25647
1.2569;1.25689;1.25719;1.25669
1.25757;1.2569;1.25757;1.25666
1.25775;1.25757;1.25802;1.25749
1.25706;1.25779;1.25785;1.25666
1.25817;1.25708;1.2582;1.25704
1.25746;1.25818;1.25847;1.25701
1.25802;1.25746;1.25855;1.25705
1.25683;1.258;1.25811;1.25639
1.25635;1.25682;1.25735;1.25635
1.25733;1.25636;1.25768;1.25633
1.25775;1.25733;1.25802;1.25733
1.25727;1.25775;1.25786;1.25723
1.25773;1.25717;1.2578;1.25714
1.25785;1.25774;1.2581;1.25763
1.2581;1.25785;1.25822;1.25779
1.25803;1.25809;1.25836;1.25801
1.25798;1.25805;1.25805;1.25775
1.25773;1.25798;1.25808;1.25762
1.25759;1.25773;1.25801;1.25755
1.25738;1.2576;1.25777;1.25738
1.25756;1.25736;1.25763;1.25723
1.25767;1.25756;1.25775;1.25733
1.25776;1.25766;1.2578;1.25741
1.2581;1.25775;1.25825;1.25754
1.25752;1.2581;1.25828;1.25749
1.257;1.25754;1.25765;1.25663
1.25731;1.25701;1.25731;1.2569
1.25648;1.25732;1.25734;1.25648
1.25626;1.25648;1.25656;1.25604
1.25637;1.25625;1.25665;1.25615
1.25674;1.25651;1.2569;1.25649
1.25612;1.25678;1.25713;1.256
1.25635;1.25612;1.25664;1.25601
1.25644;1.25634;1.25659;1.25621
1.25722;1.25645;1.25722;1.2564
1.25734;1.25721;1.25739;1.25702
1.257;1.25732;1.25785;1.25694
1.25752;1.25699;1.25762;1.25682
1.25764;1.25753;1.25765;1.25749
1.25765;1.25765;1.25777;1.25735
1.25796;1.25762;1.25809;1.25752
1.2581;1.25795;1.25812;1.2578
1.25804;1.25803;1.25814;1.25774
1.25802;1.25805;1.25848;1.25802
1.25773;1.25802;1.25813;1.2576
1.25689;1.25774;1.25807;1.25689
1.25775;1.25717;1.25782;1.25714
1.25814;1.25771;1.25829;1.25742
1.25834;1.25814;1.25835;1.25812
1.25756;1.25834;1.25834;1.25756
1.25747;1.25769;1.25804;1.2572
1.25775;1.25747;1.25784;1.25727
1.25729;1.25777;1.25818;1.25726
1.25792;1.25733;1.25792;1.25731
1.25776;1.25793;1.25817;1.25771
1.25747;1.25776;1.25803;1.25747
1.25731;1.25747;1.25766;1.25715
1.25674;1.2573;1.25743;1.25674
1.25694;1.25674;1.25759;1.25673
1.25663;1.25693;1.25693;1.25626
1.25667;1.25656;1.25678;1.25591
1.25707;1.25662;1.25738;1.25634
1.25657;1.25706;1.25707;1.25629
1.25643;1.25657;1.25698;1.25605
1.25627;1.2564;1.2566;1.25577
1.25781;1.25627;1.25794;1.256
1.25907;1.25779;1.2593;1.25768
1.25927;1.25908;1.25947;1.25832
1.25935;1.25926;1.2606;1.25922
1.26047;1.25944;1.26098;1.25881
1.25954;1.26046;1.26055;1.2583
1.25914;1.25953;1.26138;1.25851
1.25852;1.25913;1.26373;1.25839
1.25984;1.25846;1.26053;1.25646
1.26076;1.25975;1.26114;1.25928
1.2614;1.26076;1.26153;1.26051
1.2612;1.26139;1.26213;1.26105
1.26133;1.26122;1.26157;1.26068
1.26193;1.26126;1.26245;1.26104
1.26164;1.26199;1.26275;1.26139
1.26103;1.26162;1.26205;1.26018
1.25915;1.26109;1.26137;1.25878
1.25903;1.25913;1.25922;1.25851
1.25873;1.25903;1.25914;1.25828
1.25798;1.25872;1.25873;1.25753
1.2583;1.25797;1.25844;1.25763
1.2586;1.25832;1.25939;1.2582
1.25715;1.25861;1.25945;1.25715
1.25664;1.25713;1.25736;1.25652
1.25619;1.25666;1.25748;1.25599
1.25714;1.25619;1.25744;1.25618
1.25588;1.25714;1.25817;1.25587
1.25509;1.25581;1.25616;1.25499
1.25457;1.25507;1.25576;1.25455
1.25242;1.25452;1.25481;1.25239
1.25223;1.25242;1.25254;1.2517
1.25211;1.25224;1.25243;1.25189
1.2512;1.25212;1.25238;1.2512
1.25114;1.25119;1.25131;1.25081
1.2511;1.25112;1.25143;1.25095
