1.25877;1.25881;1.25911;1.25853
1.25921;1.25875;1.25939;1.25859
1.25924;1.25918;1.25944;1.25914
1.25959;1.25925;1.25961;1.25914
1.25953;1.25958;1.25967;1.25932
1.25975;1.25954;1.26004;1.25944
1.25958;1.25975;1.25992;1.25923
1.25832;1.25954;1.26108;1.25829
1.257;1.25831;1.25832;1.257
1.25693;1.25702;1.25711;1.25669
1.25721;1.25692;1.25763;1.25658
1.25722;1.25723;1.25757;1.25688
1.25666;1.25721;1.25736;1.25631
1.25683;1.25664;1.2577;1.25628
1.25706;1.25689;1.25802;1.25666
1.25683;1.25708;1.25855;1.25639
1.25727;1.25682;1.25802;1.25633
1.25803;1.25717;1.25836;1.25714
1.25738;1.25805;1.25808;1.25738
1.2581;1.25736;1.25825;1.25723
1.25648;1.2581;1.25828;1.25648
1.25612;1.25648;1.25713;1.256
1.25734;1.25612;1.25739;1.25601
1.25765;1.25732;1.25785;1.25682
1.25802;1.25762;1.25814;1.25752
1.25689;1.25803;1.25848;1.25689
1.25756;1.25717;1.25835;1.25714
1.25792;1.25769;1.25818;1.2572
1.25674;1.25793;1.25817;1.25674
1.25707;1.25674;1.25759;1.25591
1.25781;1.25706;1.25794;1.25577
1.26047;1.25779;1.26098;1.25768
1.25984;1.26046;1.26373;1.25646
1.26133;1.25975;1.26213;1.25928
1.25915;1.26126;1.26275;1.25878
1.2583;1.25913;1.25922;1.25753
1.25619;1.25832;1.25945;1.25599
1.25457;1.25619;1.25817;1.25455
1.2512;1.25452;1.25481;1.2512
1.2509;1.25119;1.25163;1.25019
1.25016;1.25083;1.25132;1.24934
1.25138;1.25022;1.25139;1.24976
1.25163;1.25139;1.25192;1.25135
1.25157;1.25167;1.25202;1.25145
1.2517;1.25157;1.25183;1.25133
1.25134;1.25172;1.25198;1.25125
1.25103;1.25131;1.25155;1.25061
1.25091;1.25098;1.25119;1.25059
1.25057;1.25093;1.25093;1.25015
1.25046;1.25059;1.25101;1.25037
1.25083;1.25054;1.25092;1.2503
1.2507;1.25082;1.25152;1.25061
1.24982;1.25069;1.25085;1.24982
1.25011;1.24981;1.25015;1.24936
1.24975;1.25009;1.25032;1.24924
1.24979;1.24973;1.2507;1.24951
1.25525;1.24982;1.256;1.24878
1.25464;1.25514;1.2556;1.25387
1.25415;1.2547;1.25585;1.25359
1.25424;1.25416;1.25502;1.25402
1.2552;1.25429;1.25543;1.2536
1.25499;1.25515;1.25637;1.25491
1.25501;1.255;1.25583;1.2544
1.2553;1.25501;1.25566;1.25442
1.25351;1.25528;1.25604;1.25342
1.25379;1.25352;1.25397;1.25352
1.25357;1.25378;1.25404;1.25356
1.25359;1.25357;1.2539;1.25326
1.25292;1.25355;1.25387;1.25279
1.25304;1.25295;1.25344;1.25233
1.25335;1.25304;1.25345;1.25245
1.25312;1.25334;1.25367;1.25282
1.25284;1.25311;1.25322;1.25279
1.25287;1.25287;1.25308;1.2525
1.25272;1.25294;1.25304;1.25257
1.25308;1.25271;1.25321;1.25244
1.25271;1.25309;1.25332;1.25255
1.25377;1.2527;1.25407;1.25261
1.25273;1.25378;1.2549;1.25265
1.25274;1.25274;1.25364;1.25189
1.25519;1.25279;1.25571;1.25259
1.2544;1.25522;1.25646;1.25385
1.2557;1.25434;1.25601;1.25356
1.25582;1.25569;1.25617;1.25539
1.25583;1.25582;1.25735;1.25549
1.25403;1.25591;1.25709;1.25389
1.25537;1.25398;1.2554;1.25321
1.25575;1.25537;1.25644;1.25488
1.25565;1.25575;1.25665;1.25557
1.25554;1.25564;1.25589;1.25525
1.25572;1.25554;1.25578;1.25543
1.25555;1.25573;1.25606;1.25546
1.25604;1.25558;1.25628;1.25524
1.25695;1.25601;1.25696;1.25578
1.25646;1.25697;1.25711;1.25631
1.25661;1.25646;1.25668;1.25617
1.2564;1.25651;1.25669;1.25621
1.25682;1.25641;1.25694;1.2564
1.25626;1.25683;1.25693;1.25606
1.25676;1.25622;1.25712;1.25612
1.2571;1.25675;1.2575;1.25665
1.25641;1.25708;1.25708;1.25598
1.25666;1.25635;1.25765;1.25594
1.25486;1.25667;1.25697;1.25481
1.25448;1.25477;1.25732;1.25399
1.25458;1.25444;1.25595;1.25378
1.25415;1.25458;1.25486;1.25348
1.25454;1.25413;1.25582;1.25407
1.25313;1.25455;1.25613;1.25312
1.25072;1.25312;1.25331;1.25024
1.2483;1.25062;1.25102;1.2477
1.24924;1.24829;1.24924;1.24787
1.2484;1.24923;1.24944;1.24823
1.24809;1.24838;1.2488;1.24765
1.24793;1.24807;1.2482;1.24766
1.24746;1.24794;1.24797;1.24731
1.24837;1.24746;1.24841;1.24653
1.25008;1.2484;1.2503;1.24834
1.25028;1.2501;1.25061;1.25003
1.24978;1.25027;1.25052;1.24976
1.24969;1.24976;1.2499;1.24963
1.24984;1.2498;1.25;1.24961
1.25038;1.24984;1.2504;1.24959
1.25116;1.2503;1.2514;1.25016
1.2512;1.25116;1.25161;1.25099
1.25141;1.25124;1.2519;1.25117
1.25161;1.25141;1.25231;1.25124
1.25131;1.25161;1.25234;1.25105
1.25274;1.25132;1.25296;1.25107
1.25204;1.25275;1.25354;1.25204
1.25267;1.25202;1.25293;1.25185
1.25133;1.25266;1.25305;1.25125
1.25221;1.25135;1.25274;1.25134
1.25141;1.25231;1.25342;1.25131
1.24945;1.25145;1.25179;1.249
1.25032;1.24946;1.2508;1.24944
1.25094;1.25033;1.25094;1.24976
1.25096;1.25094;1.25109;1.25076
1.25097;1.25096;1.25109;1.25066
1.25063;1.25095;1.25104;1.25007
1.25105;1.25063;1.25166;1.24981
1.25054;1.25104;1.25155;1.25033
1.25189;1.25054;1.25239;1.25041
1.25077;1.25192;1.25193;1.25077
1.25113;1.2508;1.25116;1.25063
1.25122;1.25133;1.25143;1.2506
1.25183;1.25116;1.25197;1.25116
1.25353;1.25179;1.25378;1.2514
1.25357;1.2536;1.25377;1.25311
1.25328;1.25355;1.2538;1.25289
1.25172;1.25327;1.25618;1.25155
1.25015;1.25172;1.25247;1.25005
1.24965;1.25013;1.2508;1.2489
1.25066;1.24967;1.25233;1.24818
1.25246;1.25067;1.2526;1.24989
1.25344;1.25246;1.25374;1.2516
1.25453;1.25344;1.25527;1.25332
1.25349;1.25445;1.25537;1.25349
1.25482;1.25349;1.25487;1.25273
1.25629;1.25484;1.25629;1.25388
1.2556;1.25625;1.25639;1.25527
1.2561;1.25559;1.25618;1.25528
1.25605;1.2561;1.25636;1.25581
1.25588;1.25606;1.25644;1.25582
1.25558;1.25585;1.25664;1.25531
1.25595;1.25563;1.25639;1.25531
1.25581;1.256;1.25611;1.25561
1.25636;1.25582;1.25677;1.25574
1.25643;1.25638;1.25658;1.2561
1.256;1.25626;1.25643;1.25595
1.25636;1.25603;1.25673;1.25592
1.25655;1.25638;1.25704;1.25623
1.25773;1.25655;1.25788;1.25601
1.25815;1.25772;1.25824;1.25733
1.25833;1.25817;1.25894;1.25743
1.25431;1.25832;1.25868;1.25361
1.25482;1.25432;1.25527;1.25362
1.25449;1.25473;1.25704;1.25432
1.2553;1.2545;1.25565;1.25374
1.25585;1.25531;1.25636;1.25467
1.25454;1.25589;1.25615;1.25394
1.25563;1.25453;1.25627;1.25371
1.25627;1.25564;1.25722;1.25541
1.25343;1.25625;1.25632;1.25288
1.25385;1.25343;1.2546;1.25327
1.25473;1.25387;1.25517;1.25378
1.25381;1.25474;1.25485;1.25373
1.25442;1.25391;1.25465;1.25292
1.25334;1.25446;1.25529;1.25317
1.25333;1.25332;1.25373;1.25246
1.25336;1.25335;1.25441;1.25309
1.25296;1.25339;1.2535;1.25235
1.25267;1.25297;1.25327;1.25232
1.25211;1.25285;1.25285;1.25135
1.2529;1.25212;1.25342;1.25129
1.24728;1.25296;1.25375;1.24721
1.24658;1.24722;1.24733;1.24638
1.2471;1.24659;1.24749;1.24629
1.24676;1.24711;1.24865;1.2456
1.24784;1.24677;1.24843;1.24617
1.24422;1.24783;1.24832;1.24341
1.24527;1.24433;1.24589;1.24313
1.24526;1.24528;1.24534;1.24431
1.24669;1.24531;1.24744;1.24514
1.24749;1.24662;1.24759;1.24624
1.24593;1.24745;1.24785;1.2457
1.24639;1.24594;1.24642;1.24476
1.24607;1.24638;1.24646;1.24536
1.24675;1.24601;1.24686;1.2459
1.24603;1.24677;1.24704;1.24603
1.24642;1.24604;1.24675;1.24588
1.24649;1.2464;1.2467;1.24589
1.24727;1.24651;1.2473;1.24641
1.24763;1.24725;1.2477;1.2465
1.24702;1.24763;1.24778;1.24631
1.24703;1.24701;1.24714;1.24638
1.24705;1.24711;1.2474;1.24685
1.24627;1.24713;1.24741;1.24622
1.24662;1.24634;1.24664;1.24566
1.24771;1.24662;1.24771;1.2465
1.24783;1.24774;1.24832;1.24718
1.24708;1.24777;1.24779;1.24652
1.24805;1.2471;1.24875;1.24676
1.24707;1.24805;1.24814;1.2461
1.24584;1.24702;1.24742;1.24541
1.24275;1.24578;1.24655;1.24209
1.24211;1.24267;1.24287;1.24124
1.24088;1.24211;1.24277;1.24086
1.2407;1.24093;1.24163;1.24049
1.24021;1.24071;1.24186;1.24018
1.23663;1.24018;1.24164;1.23587
